NumDash,NumNumericChars,NumSensitiveWords,PctExtHyperlinks,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,SubmitInfoToEmail,PctExtResourceUrlsRT,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
0,18,0,0,0,0,0,1,1,1,1
7,8,0,0.211180124,0.027950311,0,0,-1,-1,1,0
3,0,0,0.039473684,0.144736842,0,0,1,1,1,0
0,0,0,0.16,0,0,0,1,1,1,0
0,0,0,1,0,0,0,1,0,-1,1
4,0,0,0.133333333,0,0,0,1,1,1,0
1,0,0,0,0,0,0,1,1,1,1
0,7,0,0.017241379,0,0,0,1,1,1,0
4,0,0,0.110236221,0.118110236,0,0,1,0,1,0
0,15,0,0.015625,0,0,0,1,1,1,0
6,6,0,0.386666667,0,0,1,-1,-1,0,0
1,13,1,0,0,0,0,1,0,1,1
0,0,0,0.211538462,0.096153846,0,0,0,0,1,0
4,5,0,0.068965517,0.060344828,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
1,2,0,0,0,0,0,1,-1,1,1
0,2,0,0.304347826,0,1,0,-1,-1,1,1
2,3,0,0.162393162,0.094017094,0,1,-1,-1,1,0
5,8,0,0.110169492,0.016949153,0,0,-1,0,1,0
0,75,2,0,0,0,0,1,1,1,1
7,2,0,0.30952381,0,0,1,-1,0,1,0
1,11,1,0.162162162,0,0,0,0,0,1,0
0,6,0,0.185185185,0.018518519,0,0,1,0,1,0
0,0,0,0.5,0,0,0,1,0,0,1
1,0,1,0.923076923,0,1,0,1,-1,-1,1
0,1,0,0,1,0,0,1,1,-1,1
3,26,0,0.275985663,0.007168459,0,1,0,0,1,0
3,6,0,0.084210526,0.094736842,0,0,0,0,1,0
1,0,0,0.1,0.09,0,1,-1,-1,1,0
1,1,0,0,0,0,0,1,1,1,1
0,0,0,1,0,1,0,-1,-1,-1,1
3,47,0,0.785714286,0,1,0,-1,-1,-1,1
4,16,0,0.02020202,0,0,0,1,0,1,0
0,0,0,0.75,0.25,1,0,-1,-1,-1,1
1,2,0,0.03930131,0.947598253,0,0,-1,-1,-1,1
1,0,0,0.923076923,0,1,0,1,-1,-1,1
0,11,0,0,0,0,0,1,1,1,1
0,0,0,0.188995215,0.004784689,0,0,0,0,1,0
9,5,0,0.103448276,0.00862069,0,0,1,0,1,0
4,6,0,0.087719298,0,0,0,1,1,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
6,4,0,0.095890411,0.02739726,0,0,0,0,1,0
6,18,0,0.75,0,0,1,-1,0,-1,0
3,0,1,1,0,1,0,-1,-1,-1,1
0,0,0,0.923076923,0,1,0,1,-1,-1,1
2,1,0,0.076923077,0.046153846,0,0,-1,-1,1,0
7,14,0,0.243902439,0.12195122,0,0,-1,0,0,0
2,26,0,0.034482759,0,0,0,1,1,1,0
0,7,0,0,1,0,0,1,1,-1,1
0,5,0,0.06,0.18,0,0,-1,0,1,0
10,1,0,0.016574586,0,0,0,-1,0,1,0
0,23,0,0,1,0,0,1,1,-1,1
1,0,0,1,0,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0.052631579,0,0,0,1,-1,1,0
0,9,0,0.375,0,1,0,1,0,0,1
0,5,0,0.06741573,0,0,0,1,0,1,0
4,8,0,0.150537634,0.043010753,0,0,-1,-1,1,0
0,0,0,0,0.041666667,0,0,1,0,1,0
0,0,0,0.098484849,0.060606061,0,0,1,0,1,0
0,6,0,0.012345679,0,0,0,1,1,1,0
0,7,0,0.047619048,0.003401361,0,1,1,0,1,0
1,0,1,0.471698113,0.037735849,1,0,-1,-1,0,1
0,0,0,0,0,1,0,-1,1,1,1
0,19,1,0.375,0,1,0,1,0,0,1
2,20,2,0,0,1,0,1,1,1,1
0,4,0,0.241134752,0.063829787,0,0,1,0,1,0
1,0,0,0,0,0,0,1,1,1,1
0,0,0,0.056074766,0.046728972,0,0,-1,-1,1,0
6,0,0,0.225806452,0.032258065,0,1,-1,0,1,0
0,4,0,0.053571429,0.053571429,0,1,-1,0,1,0
2,20,1,0,0,0,0,1,0,1,1
0,3,0,0.034090909,0,0,0,1,1,1,0
2,3,0,0,0,0,1,1,1,1,0
4,17,0,0.12244898,0,0,0,1,0,1,0
0,0,0,0,1,1,0,-1,-1,-1,1
3,16,0,0.235714286,0,0,0,0,0,1,0
0,19,0,0,0,0,0,1,1,1,1
3,0,0,0.111111111,0.023809524,0,0,1,1,1,0
1,0,0,0.056603774,0.037735849,0,0,1,0,1,0
4,12,0,0.079207921,0,0,0,-1,0,1,0
1,0,0,0.31372549,0.019607843,0,1,1,0,0,0
9,8,0,0.268292683,0,0,1,-1,0,1,0
0,8,0,0.077844311,0.005988024,0,1,1,0,1,0
15,4,0,0.137254902,0.009803922,0,0,0,1,1,0
1,24,0,1,0,1,0,-1,-1,-1,1
0,1,0,0,0,0,0,1,1,1,1
1,4,0,0.119402985,0,0,0,1,1,1,0
5,12,0,0.059405941,0.004950495,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,16,0,0.076923077,0,0,0,-1,-1,1,0
0,1,0,0,1,0,0,1,1,-1,1
0,3,0,0.004016064,0,0,0,1,1,1,0
0,4,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.125,0.011363636,0,0,0,0,1,0
6,8,0,0.193548387,0,0,0,-1,1,1,0
0,0,0,0,1,1,0,-1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,0,1,1,0,1,0,-1,-1,-1,1
0,6,0,0.1,0.02173913,0,1,-1,-1,1,0
8,6,0,0.407407407,0.111111111,0,1,0,0,0,0
8,29,0,0,0,0,0,1,0,1,1
1,0,0,1,0,1,0,-1,0,-1,1
0,2,0,0.961538462,0.038461539,0,0,1,1,-1,1
5,4,0,0.010752688,0.043010753,0,0,1,0,1,0
0,5,0,0.00729927,0,0,0,1,1,1,0
6,9,0,0.080645161,0,0,0,1,0,1,0
1,21,0,0,0.923076923,0,0,1,1,-1,1
2,0,0,0.013647643,0.001240695,0,0,1,1,1,0
0,0,0,0,0.125,0,0,0,1,1,0
2,1,0,0.923076923,0,1,0,1,-1,-1,1
0,0,0,0.016260163,0.002710027,0,0,1,0,1,0
6,0,0,0.135964912,0.039473684,0,0,0,-1,1,0
2,0,0,0,0,0,0,1,1,1,1
0,0,1,0,0,0,0,1,1,1,1
8,4,0,0.095238095,0,0,1,0,0,1,0
1,31,0,0,0,0,0,1,1,1,1
0,7,0,0.014660494,0,0,1,1,0,1,0
2,0,0,0.098039216,0,0,1,1,0,1,0
2,9,0,0.032258065,0,0,0,1,0,1,0
4,0,0,0,1,0,0,1,1,-1,1
8,2,2,0,0,0,0,1,1,1,1
0,0,0,0.044444444,0.955555556,0,0,-1,-1,-1,1
0,0,0,1,0,1,0,-1,1,-1,1
2,20,2,0,0,1,0,1,1,1,1
0,12,0,0,0,0,0,-1,0,1,1
0,0,0,0,0,1,0,1,1,1,1
0,5,0,0,0,0,1,1,1,1,0
4,0,0,0.03968254,0.019274376,0,0,-1,-1,1,0
1,0,0,0.923076923,0,1,0,1,-1,-1,1
7,0,0,0,0,1,0,1,-1,1,0
0,0,0,0.714285714,0.114285714,0,0,1,1,-1,1
0,10,0,0.068181818,0,0,0,1,0,1,0
0,0,0,0.066666667,0.866666667,0,0,1,1,-1,1
11,8,0,0.25,0.05,0,0,-1,0,1,0
0,3,0,0,0.036363636,0,0,1,1,1,0
0,71,1,0,0,0,0,1,1,1,1
0,13,0,0.020408163,0,0,0,1,1,1,0
8,4,0,0.053061225,0.530612245,0,1,-1,0,0,0
10,10,0,0.047619048,0.047619048,0,0,-1,0,1,0
0,0,0,0.024390244,0.12195122,0,1,1,0,1,0
0,2,0,1,0,1,0,-1,-1,-1,1
0,10,0,0,0,1,0,1,1,1,1
0,0,0,0,1,1,0,-1,-1,-1,1
2,0,0,0.2,0,0,1,1,0,1,1
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,0,1,1
0,10,0,0,0,0,1,1,1,1,0
3,4,0,0.038910506,0.007782101,0,0,0,0,1,0
0,6,0,0.00877193,0,0,0,1,0,1,0
9,17,0,0.23255814,0.093023256,0,0,-1,-1,0,0
0,4,0,0.03125,0,0,1,1,1,1,0
6,8,0,0.064516129,0.008064516,0,0,1,1,1,0
0,9,1,0.375,0,1,0,1,0,0,1
1,0,0,0.235294118,0.058823529,0,0,0,1,1,0
0,10,0,0.16,0.12,0,0,1,1,1,0
0,1,0,0,0,1,0,0,-1,1,1
4,6,0,0.341880342,0.012820513,0,0,-1,0,0,0
0,20,0,0,0,0,0,1,0,1,1
0,0,0,0,0,0,0,1,1,1,1
1,0,0,0.777777778,0,1,0,-1,-1,-1,1
11,9,0,0.095238095,0.052910053,0,0,1,0,1,0
6,7,0,0.055555556,0.018518519,0,0,-1,-1,1,0
1,1,0,0,0,0,0,1,1,1,1
0,0,0,1,0,1,0,-1,1,-1,1
1,8,1,0,0,0,0,1,0,1,0
0,0,0,0.183333333,0.033333333,0,1,0,0,1,0
3,0,0,0.045454546,0.090909091,0,0,1,0,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.923076923,0,1,0,1,-1,-1,1
0,0,0,1,0,1,0,-1,-1,-1,1
0,7,0,0.2,0,0,1,1,1,1,0
0,0,0,1,0,1,0,-1,1,-1,1
55,47,0,0,0,0,0,1,1,1,0
9,10,0,0.050847458,0.016949153,0,0,0,0,1,0
0,3,0,0.2,0,0,0,-1,-1,1,0
0,0,0,0.030769231,0.092307692,0,0,0,-1,1,0
0,0,0,0,1,0,0,1,1,-1,1
0,0,0,1,0,1,0,-1,1,-1,1
0,4,0,0,0,0,0,1,0,1,1
1,0,0,0,1,0,0,1,1,-1,1
0,8,0,0.056338028,0,0,0,1,0,1,0
0,7,0,0.143884892,0,0,0,1,0,1,0
0,4,0,0.035714286,0,0,1,1,0,1,0
3,7,0,0.081081081,0,0,1,-1,0,1,0
2,6,0,0.517557252,0.035114504,0,0,-1,-1,0,0
0,0,0,0,0.923076923,0,0,1,1,-1,1
1,0,0,0,0,0,0,1,1,1,1
0,10,0,0.196078431,0.058823529,0,0,1,0,1,0
0,0,2,1,0,1,0,1,0,-1,1
0,0,0,0,1,1,0,-1,0,-1,1
0,0,0,0.378378378,0,0,0,1,0,0,0
2,2,1,0,0,0,0,1,1,1,1
14,12,0,0.289719626,0,0,1,-1,0,1,0
0,10,0,0,0,1,0,1,1,1,1
0,0,0,0,1,1,0,-1,1,-1,1
1,20,0,1,0,1,0,-1,-1,-1,1
0,0,1,1,0,0,0,1,0,-1,1
0,0,0,0.01863354,0.031055901,0,0,1,1,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
1,0,0,1,0,1,0,0,0,-1,1
0,0,0,0,0.045454546,0,1,1,0,1,0
0,0,0,0,0.0125,0,0,1,0,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
5,23,0,0.055555556,0.944444444,0,0,1,1,-1,1
4,4,0,0.067567568,0.013513514,0,1,1,0,1,0
1,0,0,0,0,1,0,1,1,1,1
3,6,0,0.279187817,0.025380711,0,0,-1,0,1,0
1,0,0,0.364485981,0.018691589,0,0,-1,-1,0,0
0,0,0,0.989473684,0,1,0,-1,-1,-1,1
0,6,0,0,0,0,0,1,1,1,0
1,5,0,0.210526316,0,0,0,1,1,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.214285714,0,0,0,1,0,1,0
4,5,0,0.00862069,0.025862069,0,0,1,-1,1,0
1,0,0,0.008,0.064,0,0,1,0,1,0
3,19,0,0.555172414,0,0,0,-1,-1,0,0
1,8,0,0.159090909,0,0,0,1,1,1,0
0,5,0,0.106666667,0,0,0,1,1,1,0
8,3,0,0.201754386,0.087719298,0,0,-1,-1,1,0
0,9,0,0.074074074,0,0,0,-1,0,1,0
1,31,2,0,0,0,0,1,0,1,1
0,0,0,0.066666667,0.866666667,0,0,1,1,-1,1
6,7,0,0.5,0.125,0,0,1,0,0,0
2,5,0,0.266666667,0,0,0,0,0,1,0
2,0,0,0.294642857,0.017857143,0,0,-1,-1,0,0
0,9,0,0.375,0,1,0,1,0,0,1
0,1,0,0.923076923,0,1,0,1,-1,-1,1
3,0,0,0.074074074,0.037037037,0,0,-1,0,1,0
5,0,0,0.134615385,0,0,0,0,1,1,0
0,0,0,0.091324201,0.03196347,0,0,-1,-1,1,0
0,0,0,0.166666667,0,0,0,1,0,1,0
1,7,0,0,1,0,1,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,5,0,0.04,0,0,0,1,1,1,0
1,0,0,0.086956522,0.043478261,0,0,1,0,1,0
0,9,0,0,1,1,0,-1,1,-1,1
0,0,0,1,0,0,0,1,0,-1,1
0,0,1,0,1,1,0,-1,-1,-1,1
0,7,0,0.02631579,0,1,0,-1,-1,1,0
1,0,0,0.785714286,0.214285714,1,0,-1,-1,-1,1
0,0,0,0.923076923,0,1,0,1,-1,-1,1
0,4,0,1,0,0,0,1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,6,0,0.083969466,0.015267176,0,0,1,0,1,0
0,0,0,1,0,0,0,1,0,-1,1
2,19,0,0,0,0,0,1,0,1,1
1,0,0,0.094339623,0.018867925,0,0,1,0,1,0
4,9,0,0.166666667,0,0,0,1,1,1,0
7,2,0,0.040697674,0,0,0,1,1,1,0
1,0,0,0.016806723,0,0,1,1,0,1,0
0,7,0,0.131147541,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
6,8,0,0.131578947,0.02631579,0,1,-1,0,1,0
2,0,0,0,1,0,0,1,0,-1,1
0,4,0,0.067307692,0,0,0,1,1,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.088888889,0,0,0,0,1,1,0
0,7,0,0,0,1,0,-1,1,1,0
0,7,0,0.15,0.0375,0,0,1,1,1,0
1,0,0,0.974358974,0,0,0,1,1,-1,1
1,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,74,0,0,0,0,0,-1,0,1,1
1,7,0,0.126436782,0,0,1,1,0,1,0
23,6,0,0.2,0,0,0,1,0,1,0
1,24,0,1,0,1,0,-1,-1,-1,1
10,16,0,0.011547344,0,0,1,-1,-1,1,0
1,0,0,1,0,1,0,-1,1,-1,1
0,4,1,0,1,0,0,1,1,-1,1
0,0,0,0,1,0,0,-1,0,-1,1
1,0,0,0.35483871,0.290322581,0,1,1,1,0,0
0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,1,1,0,-1,1,-1,1
0,0,0,0.088957055,0.144171779,0,0,1,0,1,0
1,0,0,0,1,0,0,1,1,-1,1
1,1,0,0.846153846,0,1,0,-1,-1,-1,1
0,0,0,0.615384615,0,1,0,-1,-1,0,1
0,0,0,0,0,0,0,1,1,1,1
1,24,1,0,0,0,0,1,1,1,1
0,4,0,0.166666667,0,0,0,1,0,1,0
3,4,0,0.180722892,0,0,1,1,0,1,0
0,5,0,0.095238095,0,0,0,1,-1,1,0
0,0,2,0.785714286,0,0,0,1,0,-1,1
1,0,0,0.923076923,0,1,0,1,-1,-1,1
0,6,2,0,1,0,0,1,1,-1,1
0,0,0,0.1875,0,0,1,1,1,1,0
1,0,0,0.234375,0,0,0,1,1,1,0
9,5,0,0.129107981,0.046948357,0,0,-1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
3,8,0,0.168478261,0.010869565,0,1,0,1,1,0
2,4,0,0.092592593,0,0,0,-1,0,1,0
1,0,0,0,0,0,0,1,1,1,1
10,8,0,0.123076923,0,0,0,1,0,1,0
0,0,0,0.586206897,0.034482759,0,1,1,1,0,0
1,1,0,0.785714286,0,1,0,-1,-1,-1,1
6,14,0,0.046296296,0,0,1,-1,-1,1,0
1,5,0,0.162162162,0,0,0,1,1,1,0
0,0,0,0.038461539,0.028846154,0,0,1,0,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
10,0,0,0.178217822,0.108910891,0,1,-1,-1,1,0
1,0,0,0,0,0,0,1,1,1,1
0,71,1,0,0,0,0,1,1,1,1
0,2,0,0.11627907,0,0,0,1,1,1,0
0,3,0,0.875,0.0625,1,0,0,1,-1,1
19,3,0,0.573913044,0,0,0,1,0,0,0
0,13,0,0,0,0,1,1,1,1,0
8,12,0,0.566666667,0.024242424,0,0,-1,-1,0,0
1,0,0,0,0.012048193,0,0,1,0,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,4,0,0.005376344,0,0,0,1,0,1,0
2,0,0,0.52173913,0.47826087,1,0,-1,-1,-1,1
0,1,0,0.923076923,0,1,0,1,-1,-1,1
1,6,0,0.923076923,0,1,0,1,-1,-1,1
0,22,0,0.058823529,0,0,0,1,1,1,0
0,47,0,0,0,0,0,-1,0,1,1
5,19,0,0.055555556,0.944444444,0,0,1,1,-1,1
0,20,0,0.014814815,0,0,0,1,1,1,0
11,5,0,0.141176471,0.047058824,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,6,0,0.014634146,0.004878049,0,0,1,0,1,0
10,16,0,0.078947368,0.013157895,0,0,1,0,1,0
0,0,1,0.909090909,0.090909091,0,0,1,0,-1,1
0,0,0,0.002079002,0.003118503,0,0,-1,0,1,0
0,4,0,0,0,0,1,1,1,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,6,0,0.543624161,0.006711409,0,0,-1,0,0,0
1,0,0,1,0,1,1,1,1,-1,1
4,8,0,0.558139535,0.023255814,0,0,-1,0,0,0
0,2,0,0,0,0,0,1,1,1,0
0,0,0,1,0,1,0,1,0,-1,1
3,8,0,0.20754717,0.056603774,0,0,-1,-1,1,0
0,0,0,0,0.375,0,0,1,-1,0,1
0,0,0,0,1,0,0,1,1,-1,1
0,5,0,0.214285714,0,0,1,1,0,1,0
0,0,0,0.066666667,0.866666667,0,0,1,1,-1,1
0,6,0,0.027777778,0,0,0,1,1,1,0
0,11,0,0.037234043,0.005319149,0,0,1,1,1,0
6,23,0,0,0,0,0,1,0,1,1
2,8,0,0,0,0,0,1,-1,1,1
0,3,1,0.833333333,0,0,0,1,0,-1,1
0,0,0,0.153846154,0,0,1,1,0,1,0
9,9,0,0.122727273,0.045454546,0,0,-1,-1,1,0
6,6,0,0.019543974,0.006514658,0,0,1,0,1,0
10,6,0,0.20657277,0.018779343,0,0,1,0,1,0
0,7,0,0,0,0,0,1,1,1,0
3,5,0,0.077777778,0.111111111,0,0,1,0,1,0
0,5,0,0.087912088,0.104395604,0,1,1,1,1,0
0,12,0,0.057971015,0,0,0,1,0,1,0
0,0,0,0.185714286,0.042857143,0,0,1,1,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
1,0,0,1,0,1,0,-1,-1,-1,1
20,3,0,0.171270718,0.066298343,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,1,1
4,0,1,0.933333333,0.066666667,1,0,-1,-1,-1,1
0,0,1,0.923076923,0,1,0,1,-1,-1,1
2,7,0,1,0,1,0,1,0,-1,1
0,0,0,0.138157895,0.029605263,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
1,15,0,0.095238095,0,0,1,1,-1,1,0
1,25,1,0.090909091,0,0,0,1,0,1,1
0,0,0,0.05,0.05,0,0,1,0,1,0
1,0,0,0.027027027,0.009009009,0,0,0,0,1,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
4,0,0,0.139534884,0,0,0,-1,0,1,0
1,0,0,0.923076923,0,1,0,1,-1,-1,1
1,5,0,0.378378378,0,0,0,1,1,0,0
7,5,0,0.376205788,0.032154341,0,0,1,0,0,0
5,7,0,0.074074074,0.037037037,0,0,0,0,1,0
4,8,0,0.070175439,0.245614035,0,1,0,0,0,0
0,33,0,0.128205128,0,0,1,-1,0,1,0
3,5,0,0.098591549,0,0,0,1,0,1,0
1,6,0,0.018475751,0,0,0,0,0,1,0
0,17,0,0.202380952,0.011904762,0,0,-1,-1,1,1
0,8,0,0.006369427,0,0,0,1,1,1,0
9,2,0,0.175257732,0.113402062,0,1,-1,-1,1,0
2,22,2,0,0,1,0,1,1,1,1
1,17,0,0,1,0,0,1,1,-1,1
0,10,0,0.743589744,0,1,0,-1,-1,-1,1
1,0,0,0.056603774,0.037735849,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,6,0,0.144578313,0.192771084,0,0,1,0,0,0
1,24,0,0,0,0,0,1,0,1,1
8,9,0,0.322580645,0,0,0,-1,0,0,0
0,0,0,0.923076923,0,1,0,1,-1,-1,1
0,10,0,0.211538462,0,0,1,1,0,1,0
0,4,1,0.101910828,0,0,0,-1,0,1,0
1,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,1
5,7,0,0.155172414,0.155172414,0,0,1,0,0,0
0,0,0,0,1,1,0,-1,1,-1,1
0,0,1,0,0,0,0,1,-1,1,1
5,7,0,0.046979866,0.006711409,0,0,1,0,1,0
12,10,0,0.56302521,0.050420168,0,0,1,0,0,0
1,13,2,0,0,0,0,1,0,1,1
0,0,0,0,0,0,0,1,1,1,1
3,0,0,0,0,0,0,1,1,1,1
9,2,0,0.085603113,0.003891051,0,0,1,0,1,0
0,10,0,0.084337349,0.120481928,0,1,0,-1,1,0
1,14,0,0,0,0,0,1,1,1,0
8,4,0,0.309090909,0,0,0,1,0,1,0
0,0,0,0.418604651,0.046511628,0,1,0,0,0,0
0,10,0,0.190476191,0,0,0,1,0,1,0
1,0,0,0.014084507,0,0,0,1,1,1,0
0,0,0,0,0,0,0,1,1,1,1
3,3,0,0,0,0,0,1,1,1,1
0,0,0,0.160377359,0.047169811,0,0,-1,0,1,0
0,0,0,0,0,1,0,1,1,1,1
5,23,0,0.055555556,0.944444444,0,0,1,1,-1,1
0,0,0,0,0,1,0,-1,-1,1,1
0,0,0,1,0,0,0,1,1,-1,1
1,0,0,0.066666667,0.866666667,0,0,1,1,-1,1
2,27,0,0.105263158,0,0,1,1,0,1,0
3,0,0,0.164383562,0,0,0,1,0,1,0
5,8,0,0.337209302,0.034883721,0,1,1,0,0,0
2,6,0,0.703125,0.0078125,0,1,1,0,-1,0
0,21,0,1,0,1,0,-1,-1,-1,1
0,0,0,0,1,0,0,-1,0,-1,1
1,0,0,1,0,1,0,-1,-1,-1,1
0,6,0,0.042553192,0,0,0,0,0,1,0
0,7,0,0.224242424,0,0,1,-1,-1,1,0
1,0,0,0.066666667,0.933333333,0,0,1,0,-1,1
1,13,0,0.008547009,0,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
2,5,0,0.042857143,0,0,0,1,-1,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,5,0,0.076923077,0,0,0,1,0,1,0
0,1,0,0,1,1,0,-1,1,-1,1
1,0,0,0,1,0,0,1,1,-1,1
5,10,0,0.896551724,0,1,1,-1,1,-1,0
5,8,0,0.06122449,0.12244898,0,0,1,0,1,0
1,0,0,0,0,0,0,1,1,1,1
0,30,0,0.046875,0,0,1,-1,0,1,0
0,1,1,1,0,1,0,-1,-1,-1,1
0,3,0,1,0,0,0,1,0,-1,1
9,4,0,0.018518519,0,0,0,1,1,1,0
0,0,0,0,1,0,0,1,1,-1,1
1,18,0,0,0,0,0,1,1,1,1
9,8,0,0.225352113,0.014084507,0,0,1,0,1,0
0,1,0,0.923076923,0,1,0,1,-1,-1,1
8,5,0,0.163522013,0.06918239,0,1,-1,-1,1,0
3,20,0,0.129032258,0,0,0,0,0,1,0
0,0,0,0.090909091,0.003787879,0,0,-1,0,1,0
0,10,0,0.098591549,0,0,0,1,1,1,0
1,0,0,0.315533981,0.009708738,0,1,1,0,0,0
16,21,0,0.051724138,0,0,0,1,0,1,0
5,18,0,0.055555556,0.944444444,0,0,1,1,-1,1
5,6,0,0.12,0.012,0,0,-1,0,1,0
1,8,0,0.083333333,0.222222222,0,0,1,0,1,0
5,0,0,0.016194332,0.060728745,0,0,-1,1,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,3,1,0.75,0.125,0,0,1,0,-1,1
11,8,0,0.12631579,0.021052632,0,0,-1,0,1,0
0,5,0,0.207407407,0,0,0,0,0,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
2,0,0,0.067226891,0.016806723,0,1,1,0,1,0
6,6,0,0.511278196,0,0,0,0,1,0,0
1,0,0,0,1,0,0,1,1,-1,1
0,23,0,0,1,0,0,1,1,-1,1
1,20,0,1,0,1,0,-1,-1,-1,1
3,0,0,1,0,1,0,-1,-1,-1,1
4,0,0,0.04040404,0.01010101,0,0,1,0,1,0
1,0,0,0.153846154,0,0,0,1,1,1,0
1,9,0,1,0,1,0,-1,-1,-1,1
0,2,0,0,1,1,0,-1,-1,-1,1
0,5,0,0.427586207,0.020689655,0,0,1,0,0,0
1,14,0,0,0,0,0,-1,0,1,1
0,5,0,0,0,0,0,1,1,1,1
0,4,0,1,0,1,0,-1,1,-1,1
2,6,0,0.098765432,0.024691358,0,0,-1,0,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
1,12,0,0,0,0,0,-1,0,1,1
1,0,0,0.506024096,0.036144578,0,0,1,1,0,0
1,0,0,0.923076923,0,1,0,1,-1,-1,1
2,53,0,0,0,0,0,1,0,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,6,0,0,0.95890411,0,0,0,1,-1,1
2,8,0,0.647058824,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1,1,1,1
0,0,1,0.923076923,0,1,0,1,-1,-1,1
0,0,0,0.044444444,0.044444444,0,0,1,0,1,0
0,27,1,0,0,0,0,1,1,1,1
0,0,0,1,0,0,0,1,0,-1,1
1,0,0,0,0,0,0,1,1,1,1
2,40,0,0,0,0,0,1,1,1,1
7,9,0,0.132401316,0.050164474,0,0,1,0,1,0
0,0,0,0.166666667,0,0,0,1,0,1,0
1,2,0,1,0,0,0,1,0,-1,1
0,4,0,0.145833333,0,0,0,1,0,1,0
5,12,0,0.037878788,0,0,0,1,1,1,0
0,5,0,0.31884058,0,0,0,1,0,0,0
0,0,0,0,1,0,0,1,1,-1,1
0,10,0,0.028220859,0.008588957,0,0,0,0,1,0
10,10,0,0.346938776,0.06122449,0,0,-1,-1,0,0
1,2,1,0,0,0,0,1,1,1,1
5,0,0,0.30726257,0.022346369,0,1,-1,0,0,0
0,3,0,0.117647059,0,0,1,1,1,1,0
8,8,0,0.794117647,0.058823529,0,1,1,0,-1,0
1,0,1,0.933333333,0,1,0,1,-1,-1,1
0,6,0,0,0,0,0,1,1,1,0
0,0,0,0.023255814,0,0,0,0,-1,1,0
0,0,0,0,0,0,0,1,0,1,1
1,0,0,0,0,1,0,1,1,1,1
5,0,0,0.208333333,0,0,0,0,0,1,0
0,0,1,0.923076923,0,1,0,1,-1,-1,1
0,0,1,0.909090909,0.090909091,0,0,1,0,-1,1
0,0,0,0.333333333,0.666666667,0,0,1,0,-1,1
1,0,0,0.038647343,0.487922705,0,0,0,0,0,0
1,0,0,0.057142857,0.028571429,0,0,1,1,1,0
2,2,0,0.222222222,0,1,1,1,-1,1,1
10,6,0,0.68161435,0.067264574,0,0,-1,0,-1,0
1,4,0,0,0,0,0,1,-1,1,1
0,9,0,1,0,1,0,-1,-1,-1,0
0,0,0,0,1,0,0,1,1,-1,1
8,7,0,0.020669291,0.000984252,0,0,0,-1,1,0
0,2,0,0.203703704,0,0,0,-1,0,1,0
0,0,2,1,0,1,0,1,0,-1,1
1,0,1,0.909090909,0.090909091,1,0,0,0,-1,1
2,0,0,0.020325203,0.040650407,0,0,1,-1,1,0
1,0,0,1,0,1,0,-1,1,-1,1
14,6,0,0.06122449,0.010204082,0,1,1,0,1,0
1,0,0,0.75,0,0,0,1,1,-1,1
0,0,0,0.363636364,0.181818182,0,0,1,0,0,0
